Dates,O,H,L,C
2007-10-23,"1,4179","1,4281","1,4170","1,4261"
2007-10-24,"1,4261","1,4270","1,4189","1,4267"
2007-10-25,"1,4266","1,4346","1,4247","1,4323"
2007-10-26,"1,4330","1,4398","1,4317","1,4397"
2007-10-29,"1,4412","1,4440","1,4377","1,4425"
2007-10-30,"1,4425","1,4442","1,4375","1,4440"
2007-10-31,"1,4440","1,4505","1,4418","1,4481"
2007-11-01,"1,4480","1,4484","1,4404","1,4420"
2007-11-02,"1,4423","1,4528","1,4417","1,4508"
2007-11-05,"1,4514","1,4526","1,4444","1,4463"
2007-11-06,"1,4466","1,4573","1,4464","1,4556"
2007-11-07,"1,4559","1,4731","1,4553","1,4644"
2007-11-08,"1,4642","1,4705","1,4616","1,4674"
2007-11-09,"1,4672","1,4754","1,4630","1,4676"
2007-11-12,"1,4671","1,4676","1,4526","1,4535"
2007-11-13,"1,4533","1,4635","1,4521","1,4603"
2007-11-14,"1,4604","1,4726","1,4598","1,4657"
2007-11-15,"1,4644","1,4707","1,4606","1,4619"
2007-11-16,"1,4611","1,4674","1,4581","1,4659"
2007-11-19,"1,4671","1,4688","1,4618","1,4663"
2007-11-20,"1,4665","1,4834","1,4634","1,4823"
2007-11-21,"1,4842","1,4872","1,4773","1,4857"
2007-11-22,"1,4857","1,4874","1,4821","1,4855"
2007-11-23,"1,4849","1,4968","1,4784","1,4837"
2007-11-26,"1,4823","1,4888","1,4805","1,4881"
2007-11-27,"1,4872","1,4910","1,4809","1,4831"
2007-11-28,"1,4824","1,4860","1,4710","1,4831"
2007-11-29,"1,4844","1,4847","1,4720","1,4741"
2007-11-30,"1,4745","1,4785","1,4628","1,4632"
2007-12-03,"1,4638","1,4708","1,4619","1,4665"
2007-12-04,"1,4667","1,4768","1,4634","1,4766"
2007-12-05,"1,4765","1,4771","1,4591","1,4604"
2007-12-06,"1,4611","1,4653","1,4527","1,4632"
2007-12-07,"1,4632","1,4674","1,4600","1,4657"
2007-12-10,"1,4655","1,4737","1,4640","1,4714"
2007-12-11,"1,4714","1,4752","1,4640","1,4651"
2007-12-12,"1,4657","1,4748","1,4649","1,4707"
2007-12-13,"1,4706","1,4738","1,4576","1,4627"
2007-12-14,"1,4630","1,4661","1,4411","1,4419"
2007-12-17,"1,4388","1,4455","1,4331","1,4400"
2007-12-18,"1,4400","1,4438","1,4367","1,4409"
2007-12-19,"1,4416","1,4424","1,4325","1,4378"
2007-12-20,"1,4375","1,4392","1,4309","1,4320"
2007-12-21,"1,4327","1,4411","1,4316","1,4367"
2007-12-24,"1,4374","1,4414","1,4359","1,4399"
2007-12-25,"1,4397","1,4415","1,4389","1,4405"
2007-12-26,"1,4402","1,4507","1,4390","1,4493"
2007-12-27,"1,4487","1,4640","1,4469","1,4613"
2007-12-28,"1,4624","1,4729","1,4592","1,4717"
2007-12-31,"1,4720","1,4748","1,4569","1,4590"
2008-01-01,"1,4587","1,4610","1,4578","1,4589"
2008-01-02,"1,4593","1,4752","1,4589","1,4727"
2008-01-03,"1,4726","1,4783","1,4687","1,4748"
2008-01-04,"1,4748","1,4825","1,4695","1,4745"
2008-01-07,"1,4747","1,4758","1,4659","1,4689"
2008-01-08,"1,4692","1,4746","1,4680","1,4708"
2008-01-09,"1,4705","1,4745","1,4640","1,4661"
2008-01-10,"1,4658","1,4816","1,4640","1,4807"
2008-01-11,"1,4808","1,4821","1,4762","1,4777"
2008-01-14,"1,4783","1,4916","1,4780","1,4868"
2008-01-15,"1,4867","1,4923","1,4800","1,4808"
2008-01-16,"1,4802","1,4860","1,4595","1,4659"
2008-01-17,"1,4651","1,4715","1,4588","1,4659"
2008-01-18,"1,4647","1,4697","1,4604","1,4611"
2008-01-21,"1,4605","1,4606","1,4422","1,4446"
2008-01-22,"1,4446","1,4644","1,4365","1,4627"
2008-01-23,"1,4627","1,4684","1,4510","1,4638"
2008-01-24,"1,4630","1,4781","1,4591","1,4768"
2008-01-25,"1,4758","1,4777","1,4661","1,4672"
2008-01-28,"1,4681","1,4799","1,4660","1,4786"
2008-01-29,"1,4784","1,4798","1,4737","1,4777"
2008-01-30,"1,4777","1,4907","1,4756","1,4880"
2008-01-31,"1,4862","1,4915","1,4801","1,4866"
2008-02-01,"1,4860","1,4954","1,4787","1,4800"
2008-02-04,"1,4807","1,4851","1,4794","1,4827"
2008-02-05,"1,4832","1,4836","1,4622","1,4639"
2008-02-06,"1,4645","1,4672","1,4591","1,4622"
2008-02-07,"1,4636","1,4655","1,4440","1,4485"
2008-02-08,"1,4482","1,4548","1,4449","1,4510"
2008-02-11,"1,4518","1,4579","1,4482","1,4526"
2008-02-12,"1,4520","1,4615","1,4495","1,4583"
2008-02-13,"1,4579","1,4600","1,4531","1,4570"
2008-02-14,"1,4570","1,4648","1,4548","1,4638"
2008-02-15,"1,4638","1,4711","1,4632","1,4680"
2008-02-18,"1,4679","1,4692","1,4611","1,4659"
2008-02-19,"1,4655","1,4759","1,4642","1,4727"
2008-02-20,"1,4727","1,4732","1,4614","1,4713"
2008-02-21,"1,4712","1,4838","1,4703","1,4813"
